speed_limit_kmh,elevation_gradient,road_length_m,road_curvature,weather_temperature_celsius,weather_humidity_percent,weather_wind_speed_ms,weather_precipitation_mm,traffic_density,traffic_average_speed_kmh,traffic_travel_time_factor,ev_battery_capacity_kwh,ev_efficiency_wh_per_km,ev_battery_level_percent,ev_vehicle_weight_kg,energy_efficiency_factor,temperature_impact,traffic_energy_impact,elevation_energy_impact,hour_of_day,day_of_week,is_weekend,is_rush_hour,speed_elevation_interaction,temperature_traffic_interaction,weather_traffic_interaction,speed_limit_squared,elevation_gradient_squared,temperature_squared,speed_to_limit_ratio,energy_efficiency_ratio,highway_encoded,road_type_encoded,surface_encoded,weather_condition_encoded,traffic_congestion_level_encoded,distance_to_nearest_charger_km,charger_density_per_km2,energy_consumption
112.1107893,0.025957784,233.5077361,0.000283265,26.8001724,87.05068164,3.417925203,0.402677591,0.124132887,75.24944257,1.108629545,72.50764819,198.5391146,0.861487044,1500,0.948918531,1.068001724,1.024826577,1.002595778,4,3,0,0,2.910147699,3.326782766,0.049985532,12568.82908,0.000673807,718.2492408,0.671206072,1.021659899,0,2,1,3,0,1.040536161,0.525478462,204.0725828
104.8930652,-0.012438383,330.1345705,0.058184357,10.32753768,82.1143317,6.020896992,1.325335229,0.2721999,48.97258291,1.358375689,76.25248911,169.6544384,0.39798465,2012.929406,0.947992214,1.096724623,1.05443998,1.001243838,14,1,0,0,-1.304700073,2.811154719,0.360756116,11002.55514,0.000154713,106.6580345,0.5,0.941450758,1,1,2,2,1,2.422873786,0.300169103,158.9206902
69.17890491,-0.047455519,293.4111166,0.039511034,18.40100685,73.93294069,1.413548485,2.661223554,0.113282184,59.94320701,1.556494978,64.27400122,184.4029387,0.510069049,1739.693672,1.165304075,1.015989932,1.022656437,1.004745552,4,2,0,0,-3.282920861,2.084506243,0.301469216,4785.720884,0.002252026,338.597053,0.86649546,0.941789625,0,1,2,3,0,4.178341007,1.69757775,201.7546553
87.14754743,-0.026080043,763.2982968,0.024631687,18.49056019,53.42784757,3.941867356,0.720092372,0.73584072,70.20348943,1.01819952,58.87023056,153.9585496,0.99617385,2012.058727,1.123268695,1.015094398,1.147168144,1.002608004,23,3,0,0,-2.272811801,13.60610712,0.529873289,7594.695022,0.000680169,341.9008162,0.805570455,0.923730838,1,1,0,3,0,4.518274699,1.547525971,162.5963807
106.5705364,0.049836162,316.3749144,0.006692442,28.57256194,44.1200463,7.142055724,0.122357233,0.218209023,55.68054089,1.088740789,96.48626756,203.7129759,0.251222074,2109.982773,1.118471687,1.085725619,1.043641805,1.004983616,16,6,1,0,5.3110665,6.234790833,0.026699452,11357.27922,0.002483643,816.3912958,0.522475937,0.966163686,1,0,0,3,0,4.13737226,1.140164474,237.3910742
75.42402819,0.024896611,1948.592624,0.048339272,11.41889663,82.65683814,3.577140566,1.244473983,0.361253025,99.25470171,1.267796039,52.23838328,150,0.246854554,2082.653957,1.156046249,1.085811034,1.072250605,1.002489661,8,6,1,1,1.877802656,4.125110943,0.44956999,5688.784028,0.000619841,130.3912002,1.31595599,1.020809328,1,3,0,3,1,2.211066366,1.024884646,195.8261995
110.2580225,0.055176717,1113.042894,0.029011087,35,89.92509842,4.519377883,0.863191076,0.260181697,54.50371347,1.577656953,81.44667591,209.6152937,0.785737649,1869.147378,0.867824763,1.15,1.052036339,1.005517672,15,4,0,0,6.083675712,9.106359407,0.224586519,12156.83152,0.00304447,1225,0.5,1.023417104,1,3,1,2,2,0.944312552,1.78307836,202.4554788
99.36385949,0.019933026,480.0533669,0.083129423,28.94552214,51.89003567,5.839933806,2.648060832,0.642347215,42.60274614,1.719359699,51.26466271,167.2520345,0.654850533,1500,1.120738544,1.089455221,1.128469443,1.001993303,0,2,0,0,1.98062237,18.59307555,1.700974502,9873.176573,0.000397326,837.8432521,0.5,1.013236804,0,2,1,2,2,1.751928307,0.149425296,215.3725861
111.038815,-0.046675238,1138.235884,0.05905482,-6.214071879,69.69372899,2.898648497,0.374008672,0.153592456,11.06449449,1.093986863,75.80396305,195.0901993,0.739996716,1688.449935,0.99788723,1.262140719,1.030718491,1.004667524,14,6,1,0,-5.182763079,-0.954434564,0.057444911,12329.61843,0.002178578,38.61468932,0.5,0.990676813,1,2,1,3,2,0.715999866,0.985984337,220.2984002
65.08562172,-0.022426924,1160.219499,0.049836371,21.0478909,43.13591569,8.871661547,0.374503978,0.465915118,90.54329936,1.700849149,68.52543056,195.0455666,0.9910564,1800.416691,0.907865901,1.010478909,1.093183024,1.002242692,11,0,0,0,-1.459670312,9.806530563,0.174487065,4236.138155,0.000502967,443.0137113,1.391141345,0.957700152,1,2,0,2,2,4.15129359,0.893041909,192.747595
70.94641815,0.009052013,1638.735488,0.070657225,0.034475406,49.72868092,7.756984649,1.523077866,0.370260807,66.8895954,1.246422135,78.7671849,162.7328966,0.401745439,1975.651747,0.879354649,1.199655246,1.074052161,1.000905201,10,1,0,0,0.642207874,0.012764891,0.56393604,5033.394248,8.19E-05,0.001188554,0.942818498,0.917766374,0,3,2,0,1,0.882818524,0.437517144,135.3179489
57.81483228,0.038891904,1094.761711,0.045892559,25.82517785,85.55499734,5.248542636,4.044422344,0.254947917,42.88782083,1.410653601,50.27601997,177.0080821,0.353567464,2011.225345,0.978533539,1.058251778,1.050989583,1.00388919,7,2,0,1,2.24852892,6.584075307,1.031117053,3342.554831,0.00151258,666.939811,0.741813461,0.977868991,0,1,1,2,1,4.652893353,1.54267846,180.458497
52.53369594,0.039224037,1336.588658,0.017238226,19.70563539,75.89419566,1.7452182,3.465694807,0.419090411,21.16254541,1.719322489,67.21301853,207.5884116,0.444220967,1697.732336,1.2,1.002943646,1.083818082,1.003922404,11,0,0,0,2.060583622,8.258442831,1.452439461,2759.789209,0.001538525,388.312066,0.5,0.995645687,0,2,2,0,2,1.259590288,0.605838971,244.9316927
37.40553682,0.097284778,106.3508479,0.074143316,32.39419828,56.51441006,3.779224291,0.630342391,0.390613708,72.73152719,1.624132945,97.67748846,202.0434596,0.252089247,1832.59873,0.91459874,1.123941983,1.078122742,1.009728478,18,0,0,1,3.63898934,12.6536179,0.246220379,1399.174185,0.009464328,1049.384082,1.5,0.961040469,1,3,1,1,2,1.597025557,1.025015452,182.9841201
49.01450081,0.012732276,1109.374135,0.015815656,10.02391867,89.5163519,9.126730449,1.893527259,0.158406713,27.65437176,1.58629591,50.70838653,188.0820226,0.558112897,1984.083801,1.129225171,1.099760813,1.031681343,1.001273228,0,0,0,0,0.624066144,1.587856004,0.299947428,2402.42129,0.000162111,100.4789455,0.564207965,1.001244,1,3,2,2,2,2.106255509,0.833804287,239.1826717
47.81795921,0.029646284,1507.690358,0.059811289,22.01671594,82.08089973,4.965901945,1.28364386,0.553641054,51.15553095,1.483916864,87.96368364,180.0271916,0.689564596,1689.997772,0.972128153,1.020167159,1.110728211,1.002964628,20,6,1,0,1.417624779,12.18935781,0.710677939,2286.557223,0.000878902,484.735781,1.069797453,0.966409559,1,2,0,0,0,1.289007433,1.643581716,185.0251301
62.58200082,0.026472196,1627.413108,0.087590185,4.494465759,41.4685889,5.270802639,0.110207158,0.032527169,35.95804976,1.637002053,64.83753983,217.0014412,0.916176881,1950.324228,0.988220513,1.155055342,1.006505434,1.00264722,11,3,0,0,1.656683014,0.146192249,0.003584727,3916.506826,0.000700777,20.20022246,0.574574946,1.0056125,1,2,2,0,0,1.250597342,1.647775423,233.7161829
95.75872019,0.010361029,1053.722693,0.03704782,35,57.378393,4.27971601,1.685034891,0.14860323,40.01376493,1.458209435,59.05258911,208.2926489,0.666068687,1914.59609,1.021388634,1.15,1.029720646,1.001036103,20,5,1,0,0.992158904,5.201113052,0.250401628,9169.732492,0.000107351,1225,0.5,1.031944615,0,1,0,1,1,4.235812462,1.635987545,235.3730671
97.37407936,0.004048894,466.9108374,0.018086006,20.29986678,49.39400622,4.62183717,5.216639365,0.324067135,13.82358353,1.799418535,56.33210507,162.0207869,0.339073812,2008.787909,1.094136595,1.002998668,1.064813427,1.000404889,15,5,1,0,0.394257329,6.57851967,1.690541374,9481.711332,1.64E-05,412.0845914,0.5,0.984963397,1,2,0,1,0,2.589867891,1.351456374,210.933935
83.04661522,0.1,1987.67432,0.019431441,8.942979613,61.45632654,2.637815062,2.49716567,0.416643507,72.83431303,1.504932578,77.81243089,167.8351319,0.514716164,1643.715739,1.2,1.110570204,1.083328701,1.01,7,3,0,1,8.304661522,3.72603439,1.040427862,6896.740299,0.01,79.97688435,0.877029278,1.037965872,1,1,1,0,0,2.867986158,1.096104591,240.4702703
113.7407088,0.046635953,673.1693768,0.017305859,32.94655989,42.06083179,2.961306768,0.430958659,0.265087184,60.23061412,1.705195149,83.83528783,177.4691424,0.454833669,1509.149875,1.132744609,1.129465599,1.053017437,1.004663595,3,3,0,0,5.304406361,8.733710777,0.114241617,12936.94884,0.002174912,1085.475808,0.529543158,0.971637538,1,3,1,1,0,1.341942946,1.192274756,217.7005266
34.52309959,0.056857217,905.2232454,0.046926685,14.83251534,49.2899053,5.829280927,0.260293459,0.4810438,56.32349313,1.304341928,86.58811086,190.7594791,0.675778818,1753.788449,1.018540415,1.051674847,1.09620876,1.005685722,23,5,1,0,1.962887352,7.135089544,0.125212555,1191.844406,0.003232743,220.0035114,1.5,0.9,0,0,0,0,1,1.114011784,1.666693948,180.020009
115.6281797,-0.004699934,139.5794134,0.045958034,17.57493581,41.36516295,4.451286788,0.305081985,0.368244808,57.65383149,1.358486902,57.11515364,169.0449283,0.627474429,1957.243731,1.099783421,1.024250642,1.073648962,1.000469993,20,1,0,0,-0.54344485,6.471878869,0.112344857,13369.87595,2.21E-05,308.8783688,0.5,0.980135944,1,1,0,3,0,2.790573079,1.871985384,206.4024757
92.4244479,-0.049455255,536.1754547,0.036386636,-0.988131473,78.25071561,3.848890785,0.227130427,0.352484365,44.60511579,1.063832956,87.19406628,150,0.399175313,1692.953382,1.028629631,1.209881315,1.070496873,1.004945525,22,1,0,0,-4.570874598,-0.348300895,0.080059925,8542.278569,0.002445822,0.976403808,0.5,1.06103013,0,1,1,0,0,3.787122428,0.129741861,173.7017568
84.8845487,-0.023541754,443.4449535,0.085948304,2.209980359,42.63433469,7.265391495,1.419687621,0.21804999,26.76274741,1.342255672,50.88337952,187.2557862,0.787055707,1958.080648,0.974965085,1.177900196,1.043609998,1.002354175,4,1,0,0,-1.998331195,0.481886195,0.309562872,7205.386608,0.000554214,4.884013186,0.5,0.987426903,1,2,1,1,2,0.821486396,1.618599354,203.1764233
37.66314717,-0.072991988,1185.641794,0.070365729,19.72782431,81.02985107,2.61526816,0.307811828,0.453037032,41.42096729,1.608088308,64.05032416,203.3666398,0.344586336,1772.248681,0.957054946,1.002721757,1.090607406,1.007299199,8,4,0,1,-2.749107995,8.937434969,0.139450157,1418.512655,0.00532783,389.1870521,1.099774459,0.997546317,1,0,2,1,1,3.690226751,0.688589008,195.396006
30.78167624,-0.051809367,456.8672016,0.080920044,10.78883752,82.74275632,1.012460519,0.24527146,0.444317247,30.36908228,1.514175337,89.2796675,165.2981543,0.774205691,1797.132804,0.991934453,1.092111625,1.088863449,1.005180937,13,2,0,0,-1.594779165,4.793666586,0.10897834,947.5115924,0.002684211,116.3990149,0.986596118,1.022649494,1,1,1,1,1,2.337524708,1.898664216,171.2271201
44.15843977,-0.075151607,361.3239076,0.074232878,26.82002243,75.79801311,4.603931595,2.803267187,0.259028528,37.85734737,1.26379315,81.91421004,180.8988044,0.862920494,1620.754819,0.919693929,1.068200224,1.051805706,1.007515161,21,3,0,0,-3.318577731,6.947150922,0.726126172,1949.967803,0.005647764,719.3136029,0.857307178,0.987105727,0,2,0,3,0,3.254756516,0.500616503,174.3454575
109.1773797,0.077761788,137.6558214,0.085333202,30.44527999,56.7990112,5.55451111,1.062122645,0.109146289,54.12464123,1.122171156,70.52338854,174.9332608,0.222785906,1849.745971,0.862639887,1.1044528,1.021829258,1.007776179,23,4,0,0,8.489828278,3.32298932,0.115926745,11919.70024,0.006046896,926.9150739,0.5,0.973968281,1,2,0,1,2,1.452031215,0.329206927,150.448108
92.81625672,0.003764749,1804.274763,0.078145845,-10,58.05479054,2.500567228,3.826720246,0.260020558,71.17157346,1.35368709,73.48339981,150,0.344237502,1808.853992,1.054071345,1.3,1.052004112,1.000376475,8,3,0,1,0.349429868,-2.600205579,0.995025933,8614.857511,1.42E-05,100,0.766800731,0.979858905,0,3,2,3,2,2.425096683,0.416213836,180.9040409
78.57288631,-0.004055572,1240.3982,0.021295865,24.28762072,73.94825453,7.357654214,5.981557753,0.271908896,10,1.402182446,66.2912208,199.0145526,0.38675911,1639.135223,1.046009584,1.042876207,1.054381779,1.000405557,8,5,1,1,-0.318657971,6.604020127,1.626438762,6173.698463,1.64E-05,589.8885203,0.5,1.037924363,0,2,1,3,1,1.703067721,1.766845923,239.3250332
106.7016917,-0.056630396,728.7180404,0.077939338,24.50415709,55.18460554,2.265961129,4.082918252,0.475979926,51.49828312,1.688820472,56.51558113,160.2246137,0.972888377,2151.205922,0.899527276,1.045041571,1.095195985,1.00566304,9,1,0,1,-6.042559101,11.66348689,1.943387129,11385.25102,0.003207002,600.4537148,0.5,1.098568977,0,0,1,1,0,3.254817592,1.012629927,178.3956497
119.9786037,-0.030563456,1761.393652,0.093126205,8.292139979,78.69064119,7.958931572,2.485905763,0.326216397,44.08783063,1.577976486,50.53056316,199.565796,0.332697725,1736.70125,1.11171395,1.1170786,1.065243279,1.003056346,23,6,1,0,-3.666960741,2.705032025,0.810943221,14394.86534,0.000934125,68.75958543,0.5,0.953281869,1,2,1,1,0,0.539728828,1.962117279,233.1822502
51.51055173,-0.03866728,1292.146393,0.016508336,6.882007302,72.97929843,1.110006221,0.055379857,0.734859995,47.08832601,1.777783381,58.14730189,191.6753698,0.528258003,1970.151468,0.912618925,1.131179927,1.146971999,1.003866728,9,0,0,1,-1.991772917,5.057311849,0.040696441,2653.336939,0.001495159,47.36202451,0.914149129,0.980611901,1,3,0,0,0,2.106361282,1.497869648,198.8262245
37.64051031,-0.013190267,855.9150573,0.06662065,17.92487697,45.791023,2.793042952,0.094668785,0.068980312,72.39335084,1.036099552,73.29087735,182.7456856,0.232291807,1522.342254,1.022198142,1.02075123,1.013796062,1.001319027,19,6,1,1,-0.496488399,1.236463611,0.006530282,1416.808017,0.000173983,321.3012145,1.5,0.970677708,0,2,0,1,0,2.536592952,1.390000421,191.9385401
109.3805958,-0.001702053,1609.288944,0.002186304,-3.342523868,44.92962269,1.699045592,3.042580698,0.252822733,73.84950185,1.263419238,85.08581605,172.2508071,0.21741757,1724.040092,0.967242068,1.233425239,1.050564547,1.000170205,21,6,1,0,-0.186171584,-0.845066019,0.769233567,11964.11475,2.90E-06,11.17246581,0.675160903,1.01595215,1,0,1,0,0,3.376643223,1.943535261,185.1995137
41.4612378,-0.020998026,507.7085937,0.040356162,15.65104334,56.25745587,3.40648188,2.435816513,0.210025806,66.49041268,1.601950346,59.09829092,187.4818819,0.904535718,1500,1.151052972,1.043489567,1.042005161,1.002099803,16,4,0,0,-0.870604157,3.287122995,0.511584327,1719.03424,0.000440917,244.9551575,1.5,0.981344684,0,3,2,3,1,1.836878012,1.532752582,214.9899772
115.79222,0.046135825,1026.454815,0.04101253,19.36442594,57.06147255,6.790531039,0.011773339,0.212361458,66.55273743,1.726061407,51.5333201,199.8433443,0.553068712,1667.066277,0.860304692,1.006355741,1.042472292,1.004613583,10,3,0,0,5.342169603,4.112257736,0.002500203,13407.83822,0.002128514,374.9809922,0.574760009,0.967036716,0,2,1,0,1,2.97220913,1.81087175,163.411674
107.3817036,-0.079157457,140.3196688,0.060402381,21.97104071,87.65702802,3.959893794,0.455816587,0.372800282,45.01026543,1.392972312,80.05843996,150,0.946453937,1849.042813,1.2,1.019710407,1.074560056,1.007915746,23,1,0,0,-8.500062585,8.190810176,0.169928552,11530.83026,0.006265903,482.72663,0.5,1.096789443,0,2,1,1,2,1.348793176,0.113435196,204.8214471
52.4601877,-0.084881445,1493.658339,0.059738985,6.166498632,80.20878242,2.838169006,0.068085176,0.466108236,52.3454735,1.26815442,80.55342682,178.8649884,0.264230325,2124.425683,1.054360684,1.138335014,1.093221647,1.008488145,18,5,1,1,-4.452896543,2.8742558,0.031735061,2752.071294,0.00720486,38.02570538,0.997813309,0.962740694,1,0,2,3,1,2.191092772,1.348939405,205.516273
88.2622077,-0.030911417,471.2899159,0.028263707,16.9769113,89.52354338,8.79118312,2.203582315,0.167221427,52.48008295,1.923705927,99.67678527,180.2165319,0.462177664,1884.341189,1.044677261,1.030230887,1.033444285,1.003091142,1,2,0,0,-2.728309929,2.838903328,0.368486178,7790.217308,0.000955516,288.2155174,0.59459291,1.023748798,0,0,0,3,0,0.90005182,1.640050076,206.5724865
119.6602253,-0.005435815,1362.543176,0.013555497,35,88.12660071,3.402167014,0.031338872,0.348189973,10,1.862995741,94.64913969,161.8038043,0.42530561,2192.57451,1.141213366,1.15,1.069637995,1.000543582,12,2,0,0,-0.650450873,12.18664905,0.010911881,14318.56952,2.95E-05,1225,0.5,0.982636179,0,1,0,2,0,1.651765796,0.947623907,211.1299843
59.19070693,0.00584295,237.6007967,0.066446531,12.43277654,53.28676882,3.424823255,1.494555437,0.372394196,60.99117151,1.099127061,90.29229368,227.4481809,0.771137636,1817.430327,0.946855027,1.075672235,1.074478839,1.000584295,12,0,0,0,0.345848369,4.629893822,0.55656377,3503.539787,3.41E-05,154.5739324,1.030418028,1.09252511,1,2,1,3,1,3.84490095,0.906265347,245.8126603
45.7144208,0.003389478,596.0495215,0.001314249,24.64663136,64.30695839,11.39575319,0.633973234,0.060936861,10,1.194800703,55.73635293,176.3881827,0.341274754,1575.269639,0.996173276,1.046466314,1.012187372,1.000338948,7,1,0,1,0.154948016,1.50188836,0.038632339,2089.808269,1.15E-05,607.4564375,0.5,0.970847525,1,3,1,3,2,0.919807704,1.402101523,178.0871068
46.25258862,-0.086048298,376.6496511,0.065717978,4.873571774,80.0048067,6.022284104,1.125055175,0.420261614,61.45308933,1.513548462,66.79203213,225.2072165,0.233048374,1688.656478,1.042574037,1.151264282,1.084052323,1.00860483,13,5,1,0,-3.979956512,2.048175142,0.472817504,2139.301954,0.00740431,23.75170183,1.328641081,1.04465381,0,2,1,1,2,0.605087838,0.790194941,260
35.55542876,-0.017887838,1112.419478,0.098010727,5.166132474,52.48501945,6.079126164,1.220819958,0.263750634,59.16160417,1.822572112,67.46095639,151.0224001,0.347537019,1727.320947,0.869696171,1.148338675,1.052750127,1.001788784,14,0,0,0,-0.636009762,1.362570717,0.321992038,1264.188514,0.000319975,26.68892474,1.5,1.030328929,0,1,0,3,1,4.014926476,1.276913633,143.7756966
73.25831574,0.011370989,798.5513432,0.040910621,29.81278415,44.6427238,7.717297475,0.414681878,0.66385464,39.71172969,1.620884101,72.28701259,189.1781411,0.921926536,1851.387637,1.172355276,1.098127842,1.132770928,1.001137099,3,1,0,0,0.8330195,19.79135508,0.275288489,5366.780825,0.000129299,888.8020989,0.542078115,0.981548634,0,1,1,0,1,2.098514219,1.341829765,241.9390185
39.57107611,-0.02760254,419.8478108,0.033027767,7.3540792,64.17255001,4.273021135,0.588512459,0.299580647,68.5252384,1.92209814,87.95097478,195.7705372,0.430487866,2108.807744,0.859796785,1.126459208,1.059916129,1.002760254,21,2,0,0,-1.092262209,2.203139807,0.176306943,1565.870064,0.0007619,54.08248088,1.5,1.017754008,0,2,1,2,0,2.08107783,1.427709442,178.1319139
62.79328832,-0.082087412,872.0244371,0.062902042,21.32581328,42.0998508,5.045420881,2.121345955,0.559238536,14.93232375,1.656095474,55.27212663,195.9221243,0.403366838,2145.411855,0.977134896,1.013258133,1.111847707,1.008208741,12,5,1,0,-5.154538548,11.9262166,1.186338407,3942.997058,0.006738343,454.790312,0.5,1.015134295,0,3,2,0,1,1.257850975,0.875715767,212.036587
56.51062492,0.038079769,1182.795159,0.087745089,-3.578225499,81.22187829,4.608565574,0.10758267,0.620898275,52.11177302,1.21648002,80.73902668,185.288466,0.478516132,1987.166942,1.024647448,1.235782255,1.124179655,1.003807977,14,4,0,0,2.151911527,-2.221714041,0.066797894,3193.450729,0.001450069,12.80369772,0.922158852,1.017348834,0,2,1,0,2,4.815397856,0.696354033,192.1839629
113.9687063,-0.05461427,1950.678377,0.094775007,21.52383136,61.43189198,4.961162608,0.938769178,0.557859901,67.84661294,1.091457306,61.33321724,150,0.865004711,1547.542568,0.919402078,1.015238314,1.11157198,1.005461427,20,5,1,0,-6.22431765,12.00728243,0.523701681,12988.86602,0.002982718,463.2753166,0.595309144,1.063608655,0,2,0,1,2,4.273971085,0.890642276,156.8507802
87.88387395,0.009758466,1625.693848,0.074402359,16.4206724,63.13237173,3.076748798,1.484831134,0.534026783,55.59415348,1.701723189,72.51920312,150,0.675621171,1989.767252,0.899160251,1.035793276,1.106805357,1.000975847,9,0,0,1,0.857611789,8.769078861,0.792939594,7723.575301,9.52E-05,269.6384821,0.632586514,0.951417986,0,2,1,1,0,2.512437816,1.627958109,138.5394863
96.13815577,-0.038847364,125.2786681,0.006657347,8.37910842,59.4633473,3.724758034,1.21188492,0.070383625,78.36710009,1.605120578,60.20223364,200.0922102,0.645656672,1949.480706,1.039758088,1.116208916,1.014076725,1.003884736,3,4,0,0,-3.734713924,0.589752024,0.085296854,9242.544995,0.001509118,70.20945791,0.815150857,1.073815435,0,1,0,3,2,2.257086276,0.716074737,248.149469
32.13907692,-0.078662629,325.0604455,0.074511593,10.18165965,42.06810897,2.61073848,1.931530357,0.394729248,47.50034339,1.31871083,61.26418538,181.2417428,0.858966518,1767.960863,0.979377504,1.098183403,1.07894585,1.007866263,7,0,0,1,-2.528144278,4.018998856,0.762431525,1032.920265,0.006187809,103.6661933,1.47796228,1.011539929,0,1,1,3,2,3.421476453,0.674846662,197.9768499
116.1112492,0.023009632,1847.158503,0.088985934,21.18374073,77.60040188,2.479289638,0.724644979,0.075242514,44.45518128,1.340809138,72.54983359,201.781919,0.803855551,1500,0.908965581,1.011837407,1.015048503,1.002300963,18,0,0,1,2.671677126,1.593917918,0.05452411,13481.82219,0.000529443,448.7508712,0.5,0.935409754,1,3,0,1,2,2.838311659,0.815031343,175.0279356
116.4039506,0.1,1710.119951,0.089599166,12.80973825,58.29055334,3.563778639,1.290416131,0.169875768,67.97886048,1.85271098,92.06062936,183.1024809,0.383410066,1656.41227,1.05960757,1.071902618,1.033975154,1.01,6,1,0,0,11.64039506,2.176064117,0.219210431,13549.87972,0.01,164.089394,0.583991008,1.041490269,0,2,2,2,0,3.453392196,1.791123939,211.0924929
75.95000842,0.06436727,773.1465215,0.035646703,13.93921705,63.92157147,8.218080006,0.025130649,0.526370674,67.34952192,1.092658241,86.03966591,214.9160949,0.644118727,2000.116973,1.129823932,1.060607829,1.105274135,1.006436727,19,3,0,1,4.888694669,7.33719508,0.013228037,5768.403779,0.004143145,194.301772,0.886761217,0.980568592,0,0,0,2,0,2.87482311,1.789454798,260
37.98479068,0.098208198,556.2181821,0.015276397,8.243812609,79.8929597,3.648052305,0.77566062,0.38655358,25.9214154,1.279345123,84.06472533,207.3619103,0.540138924,1949.596307,1.027466666,1.117561874,1.077310716,1.00982082,1,4,0,0,3.730417856,3.186675276,0.299834389,1442.844323,0.00964485,67.96044633,0.682415644,0.930884203,1,2,0,3,2,1.182276638,1.539177831,201.8452822
54.10998363,-0.06279868,1348.798199,0.045470395,29.19227066,87.87833828,1.39154981,0.907506944,0.547018902,44.62012022,1.516463469,63.38515835,161.5148459,0.624581916,1681.996003,1.011310782,1.091922707,1.10940378,1.006279868,3,5,1,0,-3.398035524,15.96872385,0.496423452,2927.890328,0.003943674,852.1886665,0.824618993,1.014990045,0,2,2,0,1,2.897873312,0.482933993,178.2651742
57.25324364,0.04335428,1736.247325,0.043643592,30.63523991,72.54361371,5.305604726,0.337886558,0.471647783,73.49524299,1.89179272,83.01442622,189.1312378,0.393839116,1778.80257,0.902384255,1.106352399,1.094329557,1.004335428,19,5,1,1,2.482173175,14.44904298,0.159363446,3277.933907,0.001879594,938.5179242,1.283686972,0.9480897,0,0,1,2,2,1.850473429,0.867359566,174.5817612
47.88685602,-0.035927489,648.6146968,0.05380064,26.00879605,87.60498365,1.639996936,0.689056244,0.350336856,34.35354762,1.568723742,58.9876271,214.8308176,0.964192178,1664.762043,0.824960632,1.06008796,1.070067371,1.003592749,7,4,0,1,-1.720454476,9.111839834,0.241401798,2293.150979,0.001290784,676.4574719,0.717389916,0.937688807,0,2,1,1,1,4.968803332,0.759730064,183.9617656
56.95028329,-0.1,1685.234753,0.09252768,16.00843164,44.15054789,1.334414288,0.472432105,0.348758072,41.42229628,1.843572067,61.39191811,182.0402764,0.496890543,1597.007118,1.106592706,1.039915684,1.069751614,1.01,21,4,0,0,-5.695028329,5.583069749,0.16476451,3243.334767,0.01,256.2698836,0.727341356,0.990807941,1,3,0,3,1,3.012426609,1.630317419,207.5404481
119.6701964,-0.012849744,1702.531214,0.002013693,24.86102817,71.56879042,3.295981774,2.9116737,0.609979016,77.12331921,1.281362731,83.18845912,161.7990899,0.974523074,1567.5277,0.955194603,1.048610282,1.121995803,1.001284974,13,2,0,0,-1.537731415,15.1647055,1.776059858,14320.95592,0.000165116,618.0707218,0.644465552,1.047231028,0,0,2,3,0,4.068612345,1.564460876,166.0772223
30.73658472,0.05843099,1915.067662,0.006526409,15.79862381,43.41952168,2.859283679,0.355612763,0.278122505,29.0818236,1.588734129,73.78418561,208.5299134,0.273328949,1711.678066,0.8,1.042013762,1.055624501,1.005843099,5,4,0,0,1.795969087,4.393952829,0.098903912,944.73764,0.003414181,249.5965144,0.946163143,0.98911647,1,2,2,2,1,3.138676522,1.703136054,171.8203437
100.5199907,-0.097930433,1228.902732,0.098409229,3.198385552,48.49537674,2.177692434,1.422588314,0.248719666,10,1.91566708,76.77026729,165.6688449,0.661397474,1813.291974,0.924118498,1.168016144,1.049743933,1.009793043,21,3,0,0,-9.843966255,0.795501385,0.35382569,10104.26854,0.00959037,10.22967014,0.5,0.974453508,1,1,0,2,0,4.192022392,0.824500002,147.7032063
105.9409706,0.029888254,1160.308291,0.012660588,17.2781049,72.35253376,0.672856127,9.648588145,0.30201785,36.13038536,1.46415524,92.1367261,225.0229987,0.517606092,1938.379951,1.010122793,1.027218951,1.06040357,1.002988825,20,4,0,0,3.166390665,5.218296087,2.914045843,11223.48926,0.000893308,298.532909,0.5,1.069888558,0,0,2,2,1,2.853905666,1.103689966,260
62.27009503,-0.020366135,266.4602832,0.067317763,2.863569576,50.82426629,7.379434526,2.010061361,0.288098696,31.31778004,1.958664568,60.17912346,200.5932839,0.964134551,1747.686495,1.025605582,1.171364304,1.057619739,1.002036613,18,4,0,1,-1.268201149,0.824990661,0.579096057,3877.564735,0.000414779,8.200030715,0.502934515,1.019840243,0,0,2,2,2,2.474771665,0.838197045,217.4004668
53.62033554,0.041489801,658.1803015,0.032709867,4.803445672,53.3570062,5.478188854,0.169881028,0.233432181,62.95877792,1.185388659,90.17506213,197.1710484,0.939171233,2179.174053,1.146851038,1.151965543,1.046686436,1.00414898,18,1,0,1,2.224697035,1.121278798,0.039655699,2875.140384,0.001721404,23.07309032,1.174158596,0.94442942,1,1,2,1,1,2.232626223,0.385077072,234.4762879
67.79771959,-0.031466228,417.5244947,0.051970281,-9.545784124,46.55671038,6.686404438,0.389038378,0.126072711,10,1.419769021,63.4825621,155.8761689,0.53448098,1848.218355,0.927731604,1.295457841,1.025214542,1.003146623,12,3,0,0,-2.133338516,-1.203462884,0.049047123,4596.530781,0.000990124,91.12199455,0.5,1.006287104,1,2,1,0,1,2.840725999,1.260963541,168.7469469
